Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Collection
shopify-import-0011,BlueLine Premium Bathroom Accessories 250O12,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",BlueLine,Home & Garden,"BlueLine, Home and Garden",true,Title,Default Title,,,,,shopify-import-0011,2179,shopify,187,deny,manual,47.14,,true,true,,,,Bathroom Accessories
shopify-import-0012,CoastLite Deluxe Lighting 576X82,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CoastLite,Home & Garden,"CoastLite, Home and Garden",true,Title,Default Title,,,,,shopify-import-0012,2142,shopify,129,deny,manual,78.09,,true,true,,,,Lighting
shopify-import-0013,CloudNine Modern Camping Gear 135J38,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CloudNine,Sports & Outdoors,"CloudNine, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0013,1904,shopify,61,deny,manual,172.32,,true,true,,,,Camping Gear
shopify-import-0014,FrostLine Signature Cycling 188W59,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",FrostLine,Sports & Outdoors,"FrostLine, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0014,542,shopify,238,deny,manual,122.43,,true,true,,,,Cycling
shopify-import-0015,StoneBridge Heritage Fitness Equipment 851J93,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",StoneBridge,Sports & Outdoors,"StoneBridge, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0015,534,shopify,88,deny,manual,205.54,,true,true,,,,Fitness Equipment
shopify-import-0016,OrbitLine Heritage Team Sports 617H59,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",OrbitLine,Sports & Outdoors,"OrbitLine, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0016,506,shopify,171,deny,manual,179.52,,true,true,,,,Team Sports
shopify-import-0017,AtlasForge Essential Skincare 268S90,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",AtlasForge,Beauty & Personal Care,"AtlasForge, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0017,432,shopify,217,deny,manual,213.38,,true,true,,,,Skincare
shopify-import-0018,CoreVibe Heritage Makeup 530Z17,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CoreVibe,Beauty & Personal Care,"CoreVibe, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0018,845,shopify,108,deny,manual,235.90,,true,true,,,,Makeup
shopify-import-0019,CoreVibe Daily Hair Care 590N33,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CoreVibe,Beauty & Personal Care,"CoreVibe, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0019,323,shopify,231,deny,manual,152.93,,true,true,,,,Hair Care
shopify-import-0020,BrightPath Essential Fragrances 686H87,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",BrightPath,Beauty & Personal Care,"BrightPath, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0020,1714,shopify,79,deny,manual,19.41,,true,true,,,,Fragrances
shopify-import-0021,EmberGlow Eco Action Figures 121N19,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",EmberGlow,Toys & Games,"EmberGlow, Toys and Games",true,Title,Default Title,,,,,shopify-import-0021,1207,shopify,87,deny,manual,109.52,,true,true,,,,Action Figures
shopify-import-0022,AtlasForge Deluxe Board Games 130P75,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",AtlasForge,Toys & Games,"AtlasForge, Toys and Games",true,Title,Default Title,,,,,shopify-import-0022,1556,shopify,50,deny,manual,48.38,,true,true,,,,Board Games
shopify-import-0023,RavenCove Active Educational Toys 972M38,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",RavenCove,Toys & Games,"RavenCove, Toys and Games",true,Title,Default Title,,,,,shopify-import-0023,1805,shopify,203,deny,manual,87.08,,true,true,,,,Educational Toys
shopify-import-0024,BrightPath Eco Puzzles 655S32,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",BrightPath,Toys & Games,"BrightPath, Toys and Games",true,Title,Default Title,,,,,shopify-import-0024,2056,shopify,47,deny,manual,20.39,,true,true,,,,Puzzles
shopify-import-0025,PeakFlow Classic Fiction 246H77,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PeakFlow,Books & Media,"PeakFlow, Books and Media",true,Title,Default Title,,,,,shopify-import-0025,364,shopify,74,deny,manual,216.54,,true,true,,,,Fiction
shopify-import-0026,PeakFlow Heritage Non-Fiction 774H74,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PeakFlow,Books & Media,"PeakFlow, Books and Media",true,Title,Default Title,,,,,shopify-import-0026,725,shopify,68,deny,manual,177.52,,true,true,,,,Non-Fiction
shopify-import-0027,SwiftPack Essential Childrens Books 510V12,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",SwiftPack,Books & Media,"SwiftPack, Books and Media",true,Title,Default Title,,,,,shopify-import-0027,1600,shopify,44,deny,manual,108.03,,true,true,,,,"Children's Books"
shopify-import-0028,HarborView Heritage Comics and Manga 471B48,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",HarborView,Books & Media,"HarborView, Books and Media",true,Title,Default Title,,,,,shopify-import-0028,751,shopify,28,deny,manual,43.99,,true,true,,,,Comics & Manga
shopify-import-0029,CoreVibe Studio Car Care 124D26,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CoreVibe,Automotive,"CoreVibe, Automotive",true,Title,Default Title,,,,,shopify-import-0029,1328,shopify,20,deny,manual,193.95,,true,true,,,,Car Care
shopify-import-0030,UnitySpark Essential Interior Accessories 927C67,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UnitySpark,Automotive,"UnitySpark, Automotive",true,Title,Default Title,,,,,shopify-import-0030,2011,shopify,152,deny,manual,13.73,,true,true,,,,Interior Accessories
shopify-import-0031,TerraCraft Premium Exterior Accessories 777N46,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",TerraCraft,Automotive,"TerraCraft, Automotive",true,Title,Default Title,,,,,shopify-import-0031,574,shopify,193,deny,manual,46.24,,true,true,,,,Exterior Accessories
shopify-import-0032,JadeRiver Signature Motorcycle Gear 326N77,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",JadeRiver,Automotive,"JadeRiver, Automotive",true,Title,Default Title,,,,,shopify-import-0032,1476,shopify,79,deny,manual,31.55,,true,true,,,,Motorcycle Gear
shopify-import-0033,RavenCove Smart Dog Food 100Y52,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",RavenCove,Pet Supplies,"RavenCove, Pet Supplies",true,Title,Default Title,,,,,shopify-import-0033,2051,shopify,199,deny,manual,242.08,,true,true,,,,Dog Food
shopify-import-0034,KineticAir Smart Cat Food 860X11,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",KineticAir,Pet Supplies,"KineticAir, Pet Supplies",true,Title,Default Title,,,,,shopify-import-0034,1913,shopify,100,deny,manual,115.93,,true,true,,,,Cat Food
shopify-import-0035,CedarPeak Deluxe Pet Toys 626R99,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CedarPeak,Pet Supplies,"CedarPeak, Pet Supplies",true,Title,Default Title,,,,,shopify-import-0035,463,shopify,86,deny,manual,68.27,,true,true,,,,Pet Toys
shopify-import-0036,TerraCraft Smart Aquarium Supplies 402N55,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",TerraCraft,Pet Supplies,"TerraCraft, Pet Supplies",true,Title,Default Title,,,,,shopify-import-0036,2420,shopify,131,deny,manual,186.80,,true,true,,,,Aquarium Supplies
shopify-import-0037,NorthPeak Daily Pens and Pencils 713I32,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",NorthPeak,Office Supplies,"NorthPeak, Office Supplies",true,Title,Default Title,,,,,shopify-import-0037,910,shopify,7,deny,manual,143.01,,true,true,,,,Pens & Pencils
shopify-import-0038,AeroWear Classic Notebooks 997W95,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",AeroWear,Office Supplies,"AeroWear, Office Supplies",true,Title,Default Title,,,,,shopify-import-0038,1231,shopify,193,deny,manual,225.82,,true,true,,,,Notebooks
shopify-import-0039,JadeRiver Classic Printers and Ink 565N45,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",JadeRiver,Office Supplies,"JadeRiver, Office Supplies",true,Title,Default Title,,,,,shopify-import-0039,704,shopify,22,deny,manual,123.19,,true,true,,,,Printers & Ink
shopify-import-0040,KineticAir Eco Desk Organizers 560A45,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",KineticAir,Office Supplies,"KineticAir, Office Supplies",true,Title,Default Title,,,,,shopify-import-0040,518,shopify,148,deny,manual,151.95,,true,true,,,,Desk Organizers
shopify-import-0041,WildSprout Active Vitamins and Supplements 185O79,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",WildSprout,Health & Wellness,"WildSprout, Health and Wellness",true,Title,Default Title,,,,,shopify-import-0041,2209,shopify,102,deny,manual,59.27,,true,true,,,,Vitamins & Supplements
shopify-import-0042,NorthPeak Essential First Aid 908L77,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",NorthPeak,Health & Wellness,"NorthPeak, Health and Wellness",true,Title,Default Title,,,,,shopify-import-0042,1462,shopify,227,deny,manual,242.97,,true,true,,,,First Aid
shopify-import-0043,QuartzField Essential Medical Devices 550M97,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",QuartzField,Health & Wellness,"QuartzField, Health and Wellness",true,Title,Default Title,,,,,shopify-import-0043,1332,shopify,171,deny,manual,206.89,,true,true,,,,Medical Devices
shopify-import-0044,UrbanEdge Pro Massage and Relaxation 706Q60,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UrbanEdge,Health & Wellness,"UrbanEdge, Health and Wellness",true,Title,Default Title,,,,,shopify-import-0044,1200,shopify,38,deny,manual,215.44,,true,true,,,,Massage & Relaxation
shopify-import-0045,DriftWood Pro Necklaces 444P56,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",DriftWood,Jewelry & Watches,"DriftWood, Jewelry and Watches",true,Title,Default Title,,,,,shopify-import-0045,367,shopify,219,deny,manual,893.93,,true,true,,,,Necklaces
shopify-import-0046,FrostLine Classic Earrings 446S82,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",FrostLine,Jewelry & Watches,"FrostLine, Jewelry and Watches",true,Title,Default Title,,,,,shopify-import-0046,1056,shopify,132,deny,manual,782.58,,true,true,,,,Earrings
shopify-import-0047,PulseWave Ultra Bracelets 273A15,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PulseWave,Jewelry & Watches,"PulseWave, Jewelry and Watches",true,Title,Default Title,,,,,shopify-import-0047,649,shopify,157,deny,manual,360.44,,true,true,,,,Bracelets
shopify-import-0048,QuietLeaf Smart Rings 663B63,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",QuietLeaf,Jewelry & Watches,"QuietLeaf, Jewelry and Watches",true,Title,Default Title,,,,,shopify-import-0048,2317,shopify,111,deny,manual,723.75,,true,true,,,,Rings
shopify-import-0049,CedarPeak Signature Diapers and Wipes 548H61,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CedarPeak,Baby & Kids,"CedarPeak, Baby and Kids",true,Title,Default Title,,,,,shopify-import-0049,2383,shopify,196,deny,manual,241.28,,true,true,,,,Diapers & Wipes
shopify-import-0050,AtlasForge Modern Baby Clothing 188Z33,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",AtlasForge,Baby & Kids,"AtlasForge, Baby and Kids",true,Title,Default Title,,,,,shopify-import-0050,713,shopify,114,deny,manual,105.07,,true,true,,,,Baby Clothing
shopify-import-0051,PeakFlow Compact Strollers 547B86,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PeakFlow,Baby & Kids,"PeakFlow, Baby and Kids",true,Title,Default Title,,,,,shopify-import-0051,983,shopify,215,deny,manual,112.37,,true,true,,,,Strollers
shopify-import-0052,IronHaven Pro Car Seats 795F82,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",IronHaven,Baby & Kids,"IronHaven, Baby and Kids",true,Title,Default Title,,,,,shopify-import-0052,2209,shopify,203,deny,manual,154.04,,true,true,,,,Car Seats
shopify-import-0053,IronHaven Compact Snacks 266O43,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",IronHaven,Food & Beverages,"IronHaven, Food and Beverages",true,Title,Default Title,,,,,shopify-import-0053,1988,shopify,108,deny,manual,189.45,,true,true,,,,Snacks
shopify-import-0054,CrystalBay Modern Coffee and Tea 182W46,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CrystalBay,Food & Beverages,"CrystalBay, Food and Beverages",true,Title,Default Title,,,,,shopify-import-0054,870,shopify,98,deny,manual,240.19,,true,true,,,,Coffee & Tea
shopify-import-0055,PeakFlow Signature Pantry Staples 728G53,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PeakFlow,Food & Beverages,"PeakFlow, Food and Beverages",true,Title,Default Title,,,,,shopify-import-0055,922,shopify,238,deny,manual,147.25,,true,true,,,,Pantry Staples
shopify-import-0056,MapleCrest Classic Organic Foods 919M94,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",MapleCrest,Food & Beverages,"MapleCrest, Food and Beverages",true,Title,Default Title,,,,,shopify-import-0056,745,shopify,174,deny,manual,39.58,,true,true,,,,Organic Foods
shopify-import-0057,GoldenRidge Compact Living Room 344A98,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",GoldenRidge,Furniture,"GoldenRidge, Furniture",true,Title,Default Title,,,,,shopify-import-0057,1047,shopify,156,deny,manual,513.44,,true,true,,,,Living Room
shopify-import-0058,CrystalBay Heritage Bedroom 946D32,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CrystalBay,Furniture,"CrystalBay, Furniture",true,Title,Default Title,,,,,shopify-import-0058,1201,shopify,200,deny,manual,271.25,,true,true,,,,Bedroom
shopify-import-0059,CloudNine Essential Dining Room 856Y86,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",CloudNine,Furniture,"CloudNine, Furniture",true,Title,Default Title,,,,,shopify-import-0059,2209,shopify,216,deny,manual,464.07,,true,true,,,,Dining Room
shopify-import-0060,SilverOak Compact Office Furniture 716U73,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",SilverOak,Furniture,"SilverOak, Furniture",true,Title,Default Title,,,,,shopify-import-0060,2098,shopify,217,deny,manual,322.81,,true,true,,,,Office Furniture
shopify-import-0061,FrostLine Eco Power Tools 574Z92,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",FrostLine,Tools & Hardware,"FrostLine, Tools and Hardware",true,Title,Default Title,,,,,shopify-import-0061,297,shopify,178,deny,manual,246.16,,true,true,,,,Power Tools
shopify-import-0062,SummitGlow Ultra Hand Tools 891T60,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",SummitGlow,Tools & Hardware,"SummitGlow, Tools and Hardware",true,Title,Default Title,,,,,shopify-import-0062,862,shopify,69,deny,manual,47.37,,true,true,,,,Hand Tools
shopify-import-0063,SummitGlow Smart Plumbing 806P48,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",SummitGlow,Tools & Hardware,"SummitGlow, Tools and Hardware",true,Title,Default Title,,,,,shopify-import-0063,2337,shopify,112,deny,manual,58.98,,true,true,,,,Plumbing
shopify-import-0064,UrbanEdge Pro Electrical 214M83,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UrbanEdge,Tools & Hardware,"UrbanEdge, Tools and Hardware",true,Title,Default Title,,,,,shopify-import-0064,1402,shopify,111,deny,manual,196.56,,true,true,,,,Electrical
